delta,theta,alpha,beta,gamma,     deltaRIR,thetaRIR,alphaRIR,betaRIR,gammaRIR,     PFD,HFD,hjorth_mobility,hjorth_complexity,     spec_entropy,svd_entropy,fisher_info,     approx_entropy,DFA,Hurst
9.210440112832984028e+00,1.922825180929629840e-01,1.780712253876521878e-01,1.564092355508382992e+00,9.446663752060022290e+00,4.472922207890267510e-01,9.337933202222778103e-03,8.647781526888104545e-03,7.595797102461120109e-02,4.587640934572512763e-01,5.965898409605003838e-01,1.198135924667506069e+00,2.360938189295258560e-02,6.758918858380151562e+01,3.978883332120553007e-01,1.317487200722017304e+00,5.934682404202332728e-01,-4.206762522971022045e-02,0.000000000000000000e+00,4.233322251985203732e-01
9.195984925196665216e+00,2.316706833360799578e-01,2.562631065442910194e-01,1.751171090872458924e+00,8.973013805474016280e+00,4.506045784699553303e-01,1.135189666551876010e-02,1.255692892507889735e-02,8.580763427191903658e-02,4.396789616675279011e-01,5.999953753101423537e-01,1.199547442732340041e+00,2.274585534007378396e-02,6.923808390154043479e+01,4.198517113771326192e-01,1.261164948160948596e+00,5.975521068970949257e-01,-3.131752925120580289e-02,0.000000000000000000e+00,4.227496867494312527e-01
9.215629286866859005e+00,1.458292429167523663e-01,3.498065561020148317e-01,1.939521850921181567e+00,8.366244512653910448e+00,4.603894093954245537e-01,7.285258220478101239e-03,1.747544619616606815e-02,9.689358063997219328e-02,4.179563055479590949e-01,6.048618971198859162e-01,1.138387480151209274e+00,2.339843579009984187e-02,6.630541333127445114e+01,4.286336011880387820e-01,1.325545868699792962e+00,5.764173111548230866e-01,-2.444523928327088300e-02,0.000000000000000000e+00,4.028557643159637047e-01
9.166317889811132602e+00,1.624196850823862448e-01,4.754911634921740737e-01,2.191223703994985783e+00,8.969853309822857668e+00,4.372136518375228653e-01,7.747069706594443203e-03,2.267990598907426020e-02,1.045166586117962787e-01,4.278427138550121023e-01,6.048618971198859162e-01,1.123294650994871358e+00,2.319212177398640926e-02,6.424358416490358081e+01,4.481622458342964799e-01,1.359338959053044693e+00,5.577696649335596168e-01,-8.568938789469928569e-03,0.000000000000000000e+00,3.911773557741126117e-01
9.315706499724685230e+00,1.656345463007423136e-01,4.560173023396991154e-01,2.362401352223940876e+00,8.654927922892531100e+00,4.445643221751301444e-01,7.904414958452257028e-03,2.176206634684885871e-02,1.127385621142192318e-01,4.130306344053495948e-01,6.129844704326825600e-01,1.089421520648175434e+00,2.197350395899099265e-02,6.807621892017395737e+01,4.523439997822254477e-01,1.264939406740857697e+00,6.046310476144639567e-01,-2.145075532590353523e-02,0.000000000000000000e+00,4.483589706561991184e-01
9.287099896660258480e+00,1.875040429507139894e-01,3.125817990901267329e-01,2.662741759692072385e+00,7.522033497610694397e+00,4.650069113653130248e-01,9.388364166554859919e-03,1.565103192183633571e-02,1.333240015952791568e-01,3.766296909510166713e-01,6.313437167930663341e-01,1.027589989333640430e+00,2.253227096353992154e-02,6.542979862650268785e+01,4.558074354068576972e-01,1.326873059711474401e+00,5.767110283898467804e-01,-2.832304529383941616e-02,0.000000000000000000e+00,3.895941587085657853e-01
9.239675718692437201e+00,2.161102513356760457e-01,2.477850762543261642e-01,2.403732744291840806e+00,8.014439644604628654e+00,4.591886258990204306e-01,1.074013551717640028e-02,1.231429458647816458e-02,1.194594669212105803e-01,3.982974770761145145e-01,6.206782644989812248e-01,1.097665683513136869e+00,2.260349911425280078e-02,6.502684054845185813e+01,4.436628900605691372e-01,1.232840520155806807e+00,6.232554288916225538e-01,-2.145075532590305298e-02,0.000000000000000000e+00,4.081667646910089320e-01
9.165654835290238722e+00,1.559818739081270389e-01,1.572378268548184355e-01,1.705125331739415939e+00,8.065068936147360645e+00,4.761609472461433290e-01,8.103346478568364611e-03,8.168593943756619763e-03,8.858222437183067843e-02,4.189848879597010689e-01,6.074510664925667491e-01,1.185468998554948028e+00,2.184031336573755838e-02,7.031784955520012659e+01,4.015752976116432338e-01,1.184625789855889400e+00,6.447471740646497640e-01,-2.832304529383989841e-02,0.000000000000000000e+00,3.721477774555032036e-01
9.213170265466587239e+00,1.812561698588396608e-01,2.684469983796098358e-01,1.925420847142686798e+00,8.476148760926632164e+00,4.591789687999154879e-01,9.033700535891409783e-03,1.337923997295617680e-02,9.596183871807172083e-02,4.224462519731653209e-01,6.087882479385345880e-01,1.174306446435933626e+00,2.114084199032021522e-02,7.102408283702081349e+01,4.240861187691191136e-01,1.232142562509818573e+00,6.285514849180214858e-01,-4.206762522971022045e-02,0.000000000000000000e+00,4.000705531119954084e-01
9.162165264282350563e+00,1.885853092326286173e-01,3.257557571180694778e-01,1.862352748226441701e+00,8.331572149136672323e+00,4.610954417221427293e-01,9.490750707358781846e-03,1.639399534817847712e-02,9.372482795453911109e-02,4.192949842677808348e-01,6.101553681680237373e-01,1.119042540862356105e+00,2.231101458476877214e-02,6.661996690030039758e+01,4.289921531734383620e-01,1.239427233299371434e+00,6.074270093831758421e-01,-4.206762522971022045e-02,0.000000000000000000e+00,4.501076925262251782e-01
9.080011653606955946e+00,2.283212579677221521e-01,2.941688712151012686e-01,1.728927255492423543e+00,7.960566960093391486e+00,4.706621157484949247e-01,1.183502515690688581e-02,1.524823409873558681e-02,8.961888939008699762e-02,4.126357356057754888e-01,6.061426518140711206e-01,1.195084702875708782e+00,2.108428783938393752e-02,7.089769016708861216e+01,4.269638630507219257e-01,1.238430717655562674e+00,6.055135755638488826e-01,-2.145075532590594303e-02,0.000000000000000000e+00,3.887918820204935288e-01
9.121872917007445736e+00,3.266359802954825198e-01,4.059903531484498895e-01,1.797306194481438135e+00,7.487932930932722719e+00,4.765933963083722746e-01,1.706585397778256560e-02,2.121190714186500445e-02,9.390442853428816739e-02,3.912244140376920365e-01,6.087882479385345880e-01,1.201979753077340618e+00,2.260808226616456071e-02,6.546500019762333977e+01,4.514192795669332847e-01,1.293783022359999535e+00,5.825130380071743552e-01,-1.513496565049079340e-02,0.000000000000000000e+00,4.332377365998046903e-01
